Blue.count,red.count,Blue.percentage,red.percentage,total.clusters,average.clusters,area,circularity,Count_Nuclei,AngularSecondMoment,Contrast,Correlation,Entropy,Gabor,SumVariance,Variance,class
34664,66887,3.30581665,6.3788414,230,0.211009174,72.3173913,0.073470833,290,0.093578295,1.508601593,0.657489881,2.887316268,0.184993733,7.300481049,2.203072865,2
12684,53807,1.209640503,5.131435394,82,0.075229358,63.64634146,0.101994121,200,0.485305434,0.958747169,0.453563164,1.469060014,0.119067098,2.550323269,0.875515911,2
53290,178923,5.082130432,17.06342697,345,0.316513761,59.24927536,0.085543942,255,0.03983478,2.83781602,0.500297739,3.501199197,0.101617987,8.520210634,2.839422421,2
65371,170293,6.234264374,16.24040604,206,0.188990826,55.30097087,0.210919191,215,0.048782668,2.449827069,0.319406275,3.2734776,0.186591231,4.749252259,1.799032526,2
64896,120215,6.188964844,11.46459579,383,0.351376147,61.46214099,0.190885533,297,0.059269438,3.037269107,0.352139306,3.244162865,0.279143657,6.33902976,2.344918166,2
12883,30675,1.228618622,2.925395966,80,0.073394495,70.2875,0.157771325,18,0.764826366,0.221914024,0.917968498,0.796746171,0.006249601,5.188461366,1.350764098,0
85363,194952,8.140850067,18.59207153,377,0.34587156,68.42440318,0.133209907,247,0.055302151,1.682365634,0.662044716,3.194964396,0.090122925,8.273735497,2.486706945,2
53726,135928,5.123710632,12.96310425,289,0.265137615,61.7266436,0.157867862,285,0.056138525,2.311959591,0.337168371,3.136762166,0.139124979,4.664046808,1.744070108,2
117664,221847,11.22131348,21.15697861,651,0.597247706,72.83102919,0.150601328,293,0.042229682,2.684411537,0.368682577,3.421047444,0.204702338,5.819745241,2.127442528,2
25979,48414,2.477550507,4.617118835,109,0.1,72.09174312,0.218784831,51,0.701330995,0.564774501,0.834731852,0.956370336,0.039182565,6.269747543,1.705337996,2
45619,117832,4.350566864,11.23733521,258,0.236697248,71.7751938,0.082156507,273,0.478655103,2.052381435,0.743292405,1.538788283,0.148059851,13.93753842,4.002731986,0
16459,59935,1.569652557,5.715847015,107,0.098165138,72.18691589,0.082054864,315,0.488452315,1.406305476,0.45021972,1.441694688,0.208888793,3.70957155,1.279983973,2
41453,81761,3.953266144,7.797336578,437,0.400917431,53.87871854,0.079197369,352,0.416162973,3.030014232,0.482947572,1.799782784,0.149068444,8.690315565,2.92833248,2
70464,176213,6.719970703,16.80498123,457,0.419266055,59.2166302,0.160561362,247,0.166906236,4.64312523,0.403215426,2.538544307,0.358947178,10.91732727,3.892621534,2
27584,48373,2.630615234,4.613208771,137,0.125688073,69.67883212,0.158957219,54,0.698376564,0.751547579,0.821729882,0.983381807,0.106065135,7.679501065,2.115450198,2
124953,210324,11.91644669,20.05805969,926,0.849541284,63.28077754,0.153252294,272,0.101814093,5.327857187,0.4501492,2.775186404,0.366845448,14.05141818,4.844761548,2
79363,142272,7.568645477,13.56811523,134,0.12293578,62.14925373,0.132438324,215,0.253704569,2.729553402,0.707181864,2.152856295,0.24225901,15.91377577,4.661504818,2
135180,226649,12.89176941,21.61493301,1418,1.300917431,69.63469676,0.106032554,356,0.07821332,8.868579173,0.379970493,3.041131576,0.207534988,19.73837853,7.152883663,1
71180,114882,6.788253784,10.95600128,146,0.133944954,68.34246575,0.084259505,209,0.368862766,1.812531564,0.784521205,1.776729373,0.210472656,15.01069091,4.204100705,2
84034,190564,8.01410675,18.17359924,797,0.731192661,62.3663739,0.12039062,213,0.121479837,5.56070852,0.550703744,2.837016786,0.451175055,19.19223419,6.189068017,1
64907,179831,6.190013885,17.1500206,372,0.341284404,68.15053763,0.138668185,202,0.152314144,2.952689803,0.558910269,2.596031952,0.310203614,10.43546878,3.346669575,2
103644,146715,9.884262085,13.99183273,992,0.910091743,77.86391129,0.088149398,287,0.210652032,4.120535168,0.710492376,2.527203721,0.21262855,24.34527304,7.117518557,1
46408,127761,4.425811768,12.18423843,260,0.23853211,71.65769231,0.095377914,261,0.265705908,2.616855603,0.683541656,2.228399341,0.189495958,13.92134312,4.128456702,2
134234,263106,12.80155182,25.09174347,1152,1.056880734,69.62239583,0.149322188,277,0.067347517,7.303700416,0.332860574,2.883171692,0.452021111,14.59181522,5.479030999,1
38835,109615,3.703594208,10.45370102,321,0.294495413,78.21183801,0.084116635,258,0.265416205,2.556302989,0.570611102,2.096897519,0.195372459,9.350377126,2.977816121,2
104235,159500,9.940624237,15.21110535,1171,1.074311927,65.3441503,0.083115479,353,0.106077047,7.652701472,0.403006219,2.919661596,0.29393999,17.98474571,6.408466575,1
139238,205705,13.27877045,19.61755753,1347,1.235779817,77.43207127,0.103931228,359,0.083486082,8.408762664,0.411387445,3.01929603,0.374604414,20.16270047,7.143022676,1
34965,83754,3.334522247,7.98740387,294,0.269724771,80.14285714,0.084046688,309,0.088144571,1.423250413,0.603984562,2.930989861,0.057766926,5.764601383,1.797330172,2
43323,119548,4.131603241,11.40098572,349,0.320183486,73.46991404,0.103442731,294,0.049950978,2.333914552,0.469729209,3.311633675,0.210488223,6.468812364,2.200240913,2
92002,200755,8.773994446,19.14548874,618,0.566972477,78.7961165,0.138120418,345,0.061269277,1.741917774,0.524803023,3.215020859,0.134752063,5.58942641,1.831567309,1
43231,116979,4.122829437,11.15598679,239,0.219266055,71.48535565,0.157438038,215,0.065195724,2.447136501,0.420087973,3.158324522,0.175709412,5.992526593,2.112114797,2
137750,234767,13.13686371,22.38912582,727,0.666972477,90.03301238,0.106111973,272,0.033072903,3.087442994,0.545202659,3.692798169,0.122150173,10.48977225,3.396987277,1
125701,247558,11.98778152,23.60897064,866,0.794495413,78.7448037,0.13088623,320,0.049409162,2.297314023,0.50667906,3.387191192,0.116148336,7.016348219,2.328286481,1
60161,105397,5.737400055,10.05144119,339,0.311009174,81.68141593,0.123919862,109,0.345353376,1.038422617,0.908027857,2.092719169,0.044139912,21.54276891,5.648364511,1
79430,264473,7.575035095,25.22211075,570,0.52293578,75.9,0.140661007,244,0.071178333,1.618739861,0.702422371,3.083951192,0.138497292,9.260694355,2.722213519,1
111605,181940,10.64348221,17.35115051,636,0.583486239,79.47798742,0.117689951,257,0.071245125,1.590693101,0.83651386,3.249197313,0.09885635,17.86895137,4.867088437,1
65935,207339,6.288051605,19.77338791,406,0.372477064,73.25369458,0.137152013,160,0.035485019,5.116101899,0.314330679,3.639113245,0.206530583,9.806822727,3.730401099,1
47668,142931,4.545974731,13.63096237,278,0.255045872,68.05755396,0.107441777,255,0.044200067,4.248936398,0.347047976,3.560233997,0.188238046,8.765606471,3.253467401,0
59106,161895,5.636787415,15.43951035,318,0.291743119,66.12578616,0.124607027,247,0.03461999,4.406158178,0.2767505,3.616247208,0.257511981,7.778164838,3.044216104,0
12315,35030,1.174449921,3.34072113,81,0.074311927,65.61728395,0.22194756,15,0.719893292,0.976459201,0.684571002,0.994496776,0.024825729,5.214439447,1.55649318,0
15852,34459,1.511764526,3.286266327,78,0.071559633,61.84615385,0.165107976,33,0.708157755,0.904240443,0.634855714,0.935753805,0.03237578,4.048412729,1.23309,2
137667,248583,13.12894821,23.70672226,765,0.701834862,67.68888889,0.167582638,255,0.074260505,5.61205696,0.35807079,2.853349506,0.41333315,11.87288012,4.36946022,2
47714,94503,4.550361633,9.012508392,297,0.272477064,66.38720539,0.150323903,112,0.401997236,2.096201449,0.679289378,1.883868742,0.115392841,10.9757677,3.264035343,2
61592,151548,5.87387085,14.45274353,326,0.299082569,63.6196319,0.161427093,185,0.143817566,2.749835486,0.602786173,2.686849634,0.140739705,11.09558643,3.461743491,2
73091,134881,6.970500946,12.86325455,688,0.631192661,77.07267442,0.083893994,390,0.285546867,6.091113951,0.459685275,2.065921772,0.400843422,16.45538492,5.641183267,1
47867,175027,4.56495285,16.69187546,291,0.266972477,75.01718213,0.101082428,177,0.138318974,1.45133065,0.675526538,2.478855252,0.192105138,7.494409095,2.236545349,2
47979,103903,4.575634003,9.90896225,431,0.395412844,75.23665893,0.076045134,221,0.301447657,3.67938621,0.617645749,2.235758011,0.211574662,15.56622726,4.802252798,1
71327,163801,6.802272797,15.62128067,626,0.574311927,71.9456869,0.10516221,297,0.208482951,4.553011753,0.522943659,2.356043554,0.385698572,14.53492949,4.772147743,1
103904,168929,9.909057617,16.11032486,986,0.904587156,76.25760649,0.092184837,438,0.136927174,6.270432251,0.520269725,2.786318802,0.367357845,19.87102699,6.535022158,1
124786,232215,11.90052032,22.14574814,1339,1.228440367,62.72740851,0.107616044,280,0.073815392,6.85391065,0.458192965,3.067902476,0.258410474,18.44627737,6.325266412,1
119635,189640,11.40928268,18.08547974,1139,1.044954128,74.27129061,0.09975435,394,0.11184717,5.862489287,0.565131449,2.864457204,0.258563648,21.09962897,6.742297166,1
126940,205245,12.10594177,19.57368851,1315,1.206422018,69.78403042,0.107665443,362,0.081464597,8.914955849,0.357953891,3.040222282,0.264559532,18.85548801,6.944111463,1
121812,177807,11.61689758,16.95699692,1246,1.143119266,74.54815409,0.084782379,327,0.152854901,5.368588738,0.645256508,2.740327593,0.220449282,24.89884707,7.567331036,1
135679,272489,12.93935776,25.98657608,1124,1.031192661,70.16192171,0.141408107,299,0.070682088,7.311235538,0.303491841,2.850996637,0.309784747,13.68270733,5.251925854,1
56361,116828,5.375003815,11.1415863,205,0.188073394,73.24878049,0.098495097,222,0.063886442,1.271882269,0.71910111,3.125535772,0.048401218,7.783910271,2.263711461,0
24332,67002,2.320480347,6.389808655,234,0.214678899,71.01282051,0.09617706,207,0.156760837,1.062924676,0.699977281,2.541784481,0.063048478,6.022664303,1.772619069,0
47760,160260,4.554748535,15.28358459,288,0.264220183,64.22916667,0.13103945,184,0.057766265,1.584549653,0.579791703,3.112727911,0.078962791,5.957183332,1.884504198,0
108270,193565,10.32543182,18.45979691,864,0.79266055,80.02083333,0.130912433,310,0.048526084,2.634410772,0.712247203,3.53239765,0.156232812,15.67538529,4.584203486,1
72512,132309,6.915283203,12.61796951,467,0.428440367,81.68950749,0.126477435,168,0.217887989,1.945835693,0.814883018,2.71180934,0.146937228,19.07692844,5.255159473,1
165685,246812,15.80095291,23.53782654,995,0.912844037,85.41005025,0.107696388,292,0.048653616,2.393987971,0.760266515,3.456761149,0.085422511,17.57808807,4.992372708,1
124239,184859,11.84835434,17.62952805,647,0.593577982,89.38794436,0.098733441,190,0.123824723,1.222097668,0.910151169,2.934469412,0.119497861,25.98131895,6.801246492,1
77765,171004,7.416248322,16.30821228,417,0.382568807,83.56115108,0.09941205,186,0.089070436,1.03995011,0.868495502,2.954545607,0.047205586,14.77623948,3.953515149,1
60328,225507,5.753326416,21.50602341,403,0.369724771,69.08436725,0.115739498,280,0.046332991,3.12533381,0.309390644,3.456489079,0.246153439,5.925583635,2.261886665,0
57304,183449,5.464935303,17.49505997,437,0.400917431,72.07551487,0.117526063,228,0.031418256,4.016132889,0.303324825,3.674400081,0.365808076,7.513278844,2.880923664,2
51799,146622,4.939937592,13.98296356,309,0.283486239,66.98381877,0.113115655,264,0.034083237,4.103203814,0.311351838,3.627967245,0.117370325,7.813476308,2.979809631,0
49229,156918,4.694843292,14.96486664,277,0.25412844,73.60288809,0.122202539,184,0.054480665,4.332395668,0.420318112,3.524999166,0.213833902,10.61508959,3.737509204,0
33603,86817,3.204631805,8.279514313,206,0.188990826,76.16504854,0.103629121,181,0.221884818,2.942016482,0.552635884,2.673652784,0.207764526,10.2105471,3.293445348,0
135183,248886,12.89205551,23.73561859,947,0.868807339,61.35902851,0.171310781,267,0.092864224,5.439094446,0.411433334,2.722281197,0.156202618,13.04338231,4.621069711,2
34087,145654,3.250789642,13.89064789,217,0.199082569,67.89400922,0.095477134,264,0.13224749,3.517612558,0.383431788,2.536462153,0.209927315,7.892666244,2.853106947,2
75669,214508,7.216358185,20.45707703,548,0.502752294,56.96532847,0.152043573,225,0.107074282,5.53948048,0.432707673,2.648357745,0.390000078,13.99006226,4.883125996,2
74087,130234,7.065486908,12.42008209,602,0.552293578,80.74418605,0.082902113,280,0.109428021,4.880098976,0.517941719,2.793437028,0.152899576,15.36681461,5.057347723,1
78142,207996,7.452201843,19.83604431,454,0.416513761,61.49118943,0.106816864,167,0.109203895,2.395431294,0.722100564,2.628376961,0.209391955,14.84410877,4.310391029,2
56407,135050,5.379390717,12.87937164,442,0.405504587,62.5361991,0.118628516,189,0.264645117,2.961258876,0.671300197,2.330902005,0.319884388,15.05662528,4.502663673,0
140724,206246,13.42048645,19.66915131,1374,1.260550459,79.35080058,0.085444001,435,0.109226554,7.318155646,0.510885749,2.807415073,0.336794612,22.6059539,7.48104105,1
61427,133131,5.858135223,12.69636154,320,0.293577982,69.81875,0.087827203,231,0.239867079,2.746113836,0.682964155,2.184701287,0.222362406,14.57755053,4.330587179,2
55020,149026,5.247116089,14.21222687,316,0.289908257,66.79746835,0.154162579,198,0.218088191,2.925684646,0.569010096,2.385624711,0.179813938,10.65088712,3.395603735,2
129861,217392,12.38451004,20.7321167,1087,0.997247706,78.64029439,0.12225975,350,0.079865656,8.597305223,0.374357643,3.046031104,0.499022492,18.88582497,6.870309364,1
127734,205055,12.18166351,19.5555687,1132,1.03853211,78.91431095,0.099070414,324,0.076410216,7.653316487,0.421667052,3.06470829,0.313298406,18.81350111,6.617801914,1
22271,53027,2.12392807,5.057048798,133,0.122018349,67.81203008,0.097320683,75,0.535732111,1.100917835,0.782106978,1.467761275,0.170856133,9.004204608,2.526280611,2
94036,196020,8.967971802,18.69392395,652,0.598165138,74.43558282,0.151916983,196,0.172753728,1.831692657,0.859793732,2.456287959,0.225717566,24.29528649,6.53631934,1
130590,253402,12.4540329,24.16629791,1015,0.931192661,77.19310345,0.135016096,337,0.090138499,5.401206499,0.54479967,2.689700544,0.540433408,18.32989962,5.931788053,1
122704,250434,11.70196533,23.88324738,874,0.801834862,78.35697941,0.162583833,301,0.048827536,1.962950883,0.614990529,3.401550122,0.083187488,8.233937947,2.550582154,1
39413,103183,3.758716583,9.840297699,343,0.314678899,72.70845481,0.110367647,296,0.059845946,2.280102228,0.446210848,3.206550985,0.081315642,5.954447716,2.058399347,2
41767,105898,3.983211517,10.09922028,371,0.340366972,71.77897574,0.098535698,297,0.055709118,2.33244923,0.475567816,3.267478692,0.142760558,6.562691813,2.224187105,2
114645,227878,10.9333992,21.73213959,987,0.905504587,75.21884498,0.12457429,333,0.037677264,2.963024532,0.491258083,3.607540121,0.161060037,8.685413234,2.913238238,1
86029,200511,8.204364777,19.12221909,640,0.587155963,73.7734375,0.125510846,276,0.077370183,1.464672541,0.503533364,3.008857608,0.036159201,4.435701092,1.476657516,1
46437,117040,4.428577423,11.1618042,356,0.326605505,79.50280899,0.107214678,213,0.048568973,2.0709476,0.581943332,3.359011894,0.213978477,7.836547702,2.476853162,2
84879,177162,8.09469223,16.89548492,381,0.349541284,84.53543307,0.124301108,182,0.076519802,1.95218574,0.769893795,3.255310301,0.082215787,15.015072,4.242636538,1
21604,32899,2.060317993,3.137493134,127,0.116513761,78.74015748,0.104671446,46,0.718900532,0.537619177,0.878715617,0.999850913,0.04563271,8.327781104,2.214640685,1
118641,225961,11.31448746,21.54932022,728,0.667889908,81.72664835,0.151982342,277,0.057716996,1.864935954,0.737615793,3.246892347,0.108199837,12.34948948,3.540732655,1
113258,216284,10.80112457,20.62644958,756,0.693577982,79.36243386,0.145186591,317,0.060231025,1.908694754,0.406078532,3.171017255,0.110026061,4.518735986,1.606057288,1
12691,43057,1.210308075,4.106235504,93,0.085321101,71.52688172,0.099952247,69,0.470399813,0.534850178,0.816566673,1.595915373,0.036372559,5.296548023,1.459802864,2
109410,219177,10.4341507,20.90234756,784,0.719266055,78.05102041,0.139567608,361,0.049812638,2.205270377,0.441598862,3.349794646,0.08381694,5.693244481,1.974816065,1
45559,190489,4.344844818,18.16644669,261,0.239449541,72.75095785,0.129677625,135,0.049073183,4.46405657,0.359858078,3.51125335,0.087752057,9.483010396,3.485842539,0
59262,169919,5.651664734,16.20473862,412,0.377981651,56.75970874,0.119617141,240,0.118161493,5.433771655,0.273904515,2.65707283,0.471691193,9.533327542,3.742212005,2
77710,131561,7.411003113,12.54663467,454,0.416513761,66.80176211,0.174724461,167,0.231150253,3.274668485,0.543289071,2.399445179,0.187182405,11.06546486,3.586456823,2
150118,296177,14.3163681,28.2456398,687,0.630275229,62.75836972,0.232837113,242,0.0983619,7.942506198,0.199334483,2.454833479,0.65705559,11.89724867,4.961610947,2
144174,265298,13.74950409,25.30078888,1026,0.941284404,60.82358674,0.1727008,243,0.105334308,7.434279544,0.27215992,2.43285652,0.386199425,12.99405248,5.107738383,2
115549,200729,11.01961136,19.14300919,1179,1.081651376,66.14164546,0.11356448,389,0.092096457,9.293028052,0.29904469,2.895078082,0.51536369,17.22229407,6.629937137,1
120406,249591,11.48281097,23.80285263,288,0.264220183,69.85416667,0.149666252,209,0.194641667,3.077399991,0.707399388,2.288862486,0.14544247,17.95739712,5.257654609,2
121615,197437,11.5981102,18.8290596,1212,1.111926606,76.71947195,0.084828716,392,0.100430716,8.175133715,0.423314439,2.914347359,0.30340887,20.17700055,7.087700171,1
109589,164818,10.45122147,15.71826935,1036,0.950458716,76.02027027,0.077292515,377,0.151536689,5.452709889,0.601646084,2.724821568,0.188812794,21.92347582,6.843564975,1
58627,114385,5.591106415,10.90860367,400,0.366972477,75.14,0.125822856,93,0.366532163,1.890361969,0.836249211,1.958578468,0.119295359,21.19689309,5.779821993,1
61011,160857,5.818462372,15.34051895,544,0.499082569,73.98529412,0.102495284,302,0.168971138,4.00747582,0.504872116,2.386795032,0.402575646,12.18015685,4.047416848,1
131860,215626,12.57514954,20.56369781,1159,1.063302752,80.45556514,0.105696629,359,0.101248251,6.193367027,0.543140029,2.907195562,0.333512386,20.91938706,6.778709715,1
18423,36978,1.756954193,3.526496887,85,0.077981651,72.35294118,0.09300313,29,0.797904934,0.562526781,0.868627855,0.67727357,0.136703871,8.001268582,2.143731288,2
117829,178291,11.2370491,17.00315475,1191,1.09266055,73.56255248,0.085761311,290,0.136230167,6.181492371,0.578546036,2.843826661,0.256136481,23.15261149,7.333478267,1
127873,251360,12.19491959,23.97155762,552,0.506422018,83.9365942,0.143058124,220,0.129024021,2.045922349,0.832525118,2.586069333,0.097836343,22.38577221,6.114833377,1
45067,89925,4.297924042,8.57591629,268,0.24587156,73.31343284,0.108589782,157,0.262463868,1.716914522,0.794122111,2.287433727,0.120412158,14.9617836,4.168710902,0
138521,273211,13.210392,26.05543137,930,0.853211009,75.81612903,0.152274737,322,0.126230823,7.041684202,0.439647132,2.267508732,0.394285662,18.0913475,6.284054937,1
40070,172411,3.821372986,16.44239426,237,0.217431193,68.83122363,0.103479375,234,0.061248037,1.518116621,0.5445365,3.106468416,0.162304619,5.148127137,1.667009137,2
107909,190365,10.29100418,18.15462112,638,0.585321101,85.51097179,0.112112166,260,0.058641372,2.31659085,0.769655182,3.444246335,0.070379275,17.79751021,5.02941155,1
117621,228875,11.21721268,21.82722092,998,0.91559633,76.84769539,0.129956226,340,0.038799927,3.198572172,0.426763902,3.607020936,0.164248215,7.961127923,2.791700058,1
63266,153720,6.03351593,14.65988159,214,0.196330275,83.07476636,0.136608781,153,0.121486698,0.787607699,0.872807971,2.6806985,0.096514328,11.59546083,3.09092237,1
102337,205564,9.759616852,19.60411072,615,0.564220183,77.98699187,0.099992953,283,0.062199289,1.549833382,0.615373705,3.196135275,0.091272198,6.509063538,2.01404842,1
86196,191128,8.220291138,18.22738647,607,0.556880734,78.86490939,0.123625973,306,0.079447556,1.436824728,0.596255639,3.059773781,0.098049636,5.680672027,1.778865833,1
142347,228006,13.57526779,21.74434662,925,0.848623853,86.61945946,0.102740644,364,0.03592999,2.623536591,0.626800566,3.632568901,0.087667776,11.43614963,3.515769689,1
106436,195605,10.15052795,18.65434647,707,0.648623853,82.7864215,0.133693341,260,0.038727721,1.723119185,0.78902327,3.513359758,0.143334086,14.61156523,4.083982802,1
48680,146840,4.642486572,14.00375366,387,0.355045872,66.11369509,0.119538929,223,0.052962024,1.471997238,0.703147933,3.234055372,0.136902947,8.445379433,2.478545696,2
44587,166418,4.252147675,15.87085724,318,0.291743119,75.08176101,0.100797938,233,0.073130701,1.62290436,0.533557662,3.073676528,0.079849221,5.335734284,1.738774893,2
90486,218501,8.629417419,20.83787918,649,0.595412844,77.1540832,0.128839272,266,0.03759355,3.529847805,0.420739656,3.606685918,0.254893383,8.657562002,3.043582601,1
27829,71229,2.653980255,6.792926788,154,0.141284404,77.53246753,0.121785111,141,0.315789657,2.378069333,0.584597025,2.319711249,0.081089368,9.071388005,2.862424219,0
24223,69013,2.310085297,6.58159256,136,0.124770642,68.16911765,0.215202874,55,0.469647131,2.103526146,0.602148589,1.812127627,0.104426888,8.470791209,2.64797401,0
67719,142858,6.458187103,13.62400055,381,0.349541284,63.25721785,0.150605154,156,0.15075965,3.45253868,0.426332767,2.614736078,0.283309599,8.584105094,3.007489681,2
92754,184093,8.845710754,17.55647659,554,0.508256881,59.62815884,0.192265883,260,0.115225568,4.799483311,0.409132854,2.78778251,0.403188901,11.44606803,4.060249171,2
68158,161920,6.500053406,15.44189453,677,0.621100917,68.77252585,0.091138747,253,0.081124845,6.056890265,0.357799391,2.908441321,0.397425204,12.80602877,4.712200197,1
139955,193879,13.3471489,18.48974228,1118,1.025688073,86.3667263,0.080515876,411,0.120605118,6.363344377,0.565690545,2.821008761,0.270555464,22.93979499,7.326603129,1
40558,63944,3.867912292,6.098175049,377,0.34587156,75.70822281,0.089068982,86,0.570845703,1.664403006,0.800469123,1.397052692,0.039116188,15.01875484,4.170044337,1
36755,92929,3.50522995,8.862400055,331,0.303669725,75.13897281,0.076674467,189,0.353183287,3.107870462,0.629323834,2.075063447,0.32901235,13.6606964,4.18784355,1
49291,144304,4.700756073,13.76190186,243,0.22293578,63.79423868,0.135572235,207,0.183870568,3.395749801,0.390543239,2.441791343,0.267263502,7.747776941,2.784982787,2
114499,195792,10.91947556,18.67218018,1146,1.051376147,68.87434555,0.094411609,306,0.076897903,9.447376576,0.28568921,3.058812879,0.34747195,17.004347,6.612383631,1
128852,204909,12.2882843,19.54164505,1023,0.93853211,83.03714565,0.113554347,343,0.087141626,8.102251163,0.410920423,3.023192503,0.23886484,19.40592081,6.876936891,1
128910,208108,12.29381561,19.84672546,1236,1.133944954,73.56472492,0.121125419,371,0.095494652,7.578522894,0.459542206,2.96877443,0.219779707,20.46630405,7.01221144,1
76289,107274,7.275485992,10.23044586,114,0.104587156,78.72807018,0.099915062,198,0.389727003,1.948361747,0.779955397,1.743718166,0.242306979,15.75998298,4.42006288,2
134530,234821,12.82978058,22.39427567,939,0.86146789,88.82534611,0.125034022,294,0.083431818,5.145772756,0.580369059,2.91416225,0.249390323,19.37945661,6.132700074,1
138480,234102,13.20648193,22.32570648,1324,1.214678899,72.58308157,0.135406569,332,0.063707955,9.259047311,0.299744836,3.087281414,0.38789148,17.18571552,6.614136659,1
130659,234692,12.46061325,22.38197327,1209,1.109174312,74.14309347,0.141957853,343,0.066257465,8.803688939,0.311534257,3.034890671,0.4238467,16.7711166,6.39419885,1
44580,121387,4.251480103,11.57636642,294,0.269724771,68.68027211,0.097764488,121,0.264749466,1.191405294,0.88511319,2.47246322,0.103047095,19.54908765,5.185232948,0
63263,194493,6.033229828,18.54829788,477,0.437614679,80.87631027,0.094946405,262,0.093523051,1.06451434,0.686699365,2.90809688,0.083560599,5.730954246,1.700644419,0
55598,158358,5.302238464,15.10219574,328,0.300917431,73.45121951,0.147962545,210,0.048334331,2.131689597,0.527034331,3.30029827,0.101992466,6.882451009,2.253849977,2
74546,213890,7.109260559,20.39813995,378,0.346788991,66.0026455,0.140048982,218,0.044007522,2.035236594,0.606559065,3.392212802,0.104509928,8.310593153,2.587188764,2
22308,33420,2.127456665,3.187179565,126,0.11559633,77.69047619,0.099350061,46,0.715044738,0.540336527,0.878484095,1.011834046,0.057447389,8.352845266,2.2205112,1
106718,214906,10.17742157,20.49503326,719,0.659633028,79.22392211,0.158186555,333,0.058693902,1.872186046,0.459556419,3.211726703,0.091466507,5.056143777,1.731796957,1
71008,233805,6.771850586,22.29738235,378,0.346788991,77.64550265,0.139544102,186,0.090603362,1.722430522,0.790387441,3.026096994,0.064807429,14.71093477,4.115776985,1
108731,209898,10.36939621,20.01743317,733,0.672477064,82.63574352,0.143138708,361,0.061466156,1.700913626,0.533437526,3.197587955,0.097145599,5.590342166,1.823538458,1
126260,187941,12.04109192,17.92345047,921,0.844954128,77.90010858,0.103663942,232,0.124150969,1.677959147,0.876929415,2.978444903,0.059221572,25.59025688,6.817809121,1
64274,160657,6.129646301,15.32144547,514,0.471559633,70.03501946,0.083039216,279,0.050519235,2.020968834,0.599689342,3.379238189,0.093952082,8.075951428,2.528359438,1
107119,224989,10.21566391,21.45662308,836,0.766972477,76.85287081,0.131425823,336,0.050274679,2.55978265,0.366380532,3.377953631,0.077046497,5.520067482,2.015994391,1
54654,170700,5.212211609,16.27922058,405,0.371559633,65.34567901,0.12857796,244,0.042337475,3.078770622,0.328587697,3.488906833,0.141559352,6.092251228,2.29402482,2
53950,194146,5.145072937,18.51520538,315,0.288990826,68.65079365,0.150240634,174,0.032223828,6.135991828,0.202004721,3.698507294,0.142102673,9.242522187,3.845816238,0
89492,187150,8.534622192,17.84801483,576,0.528440367,60.45833333,0.171710627,265,0.127080686,4.517567604,0.47657742,2.761844532,0.236028785,12.74407556,4.314988359,2
75085,127493,7.160663605,12.15867996,651,0.597247706,81.0890937,0.095200371,201,0.242049569,3.889555659,0.657721591,2.480490763,0.233876915,18.83772275,5.67969098,1
35946,52902,3.428077698,5.045127869,130,0.119266055,73.2,0.117291039,69,0.516263329,0.789199276,0.85174466,1.476852391,0.131231767,9.857035624,2.65818179,2
84863,134853,8.093166351,12.86058426,814,0.746788991,76.94226044,0.083046721,208,0.248732655,3.518859804,0.718219449,2.413454118,0.217333573,21.45700677,6.243293566,1
51408,142398,4.902648926,13.58013153,385,0.353211009,65.60519481,0.101505136,346,0.164897375,4.887954518,0.321067158,2.457753579,0.480029654,9.510975139,3.598667749,2
13032,26368,1.242828369,2.514648438,73,0.066972477,66.91780822,0.159092207,12,0.817178802,0.454487979,0.803395034,0.63308057,0.024795936,4.168854002,1.154412956,2
29298,139995,2.794075012,13.35096359,266,0.244036697,62.47744361,0.087916714,255,0.184075387,3.802013192,0.416751981,2.143003649,0.207846893,9.2353604,3.259514826,2
39252,91395,3.743362427,8.716106415,251,0.230275229,63.20717131,0.137324658,112,0.41995666,1.77350254,0.719481584,1.818599167,0.183565766,10.87078419,3.156393404,2
86502,162451,8.249473572,15.49253464,226,0.20733945,62.77433628,0.141408445,194,0.170232082,3.134440423,0.655858119,2.411248011,0.299935283,15.0815368,4.554316429,2
68855,209494,6.566524506,19.97890472,599,0.549541284,57.11352254,0.101783403,234,0.123172079,5.902627824,0.464113176,2.634333081,0.212514531,16.12675198,5.506930868,1
144340,217639,13.76533508,20.75567245,1617,1.483486239,64.5318491,0.092214833,369,0.092356992,8.902627824,0.424360529,2.964250453,0.267208968,22.02862264,7.733114233,1
49134,150891,4.685783386,14.39008713,343,0.314678899,65.36151603,0.102307848,225,0.166318071,3.853976647,0.444850373,2.573842867,0.163870566,10.0304842,3.471259061,2
122065,190179,11.64102554,18.13688278,1354,1.242201835,64.7422452,0.094019399,347,0.102949181,8.583555874,0.403538606,2.952140163,0.254807199,20.19803825,7.195422871,1
123644,186361,11.79161072,17.77276993,1177,1.079816514,80.057774,0.100230491,443,0.142114501,6.997930185,0.528852234,2.722424481,0.190880783,22.70793862,7.425857036,1
54783,126215,5.224514008,12.03680038,291,0.266972477,70.72508591,0.095729255,231,0.060305407,1.522308858,0.662903815,3.192684448,0.116892343,7.509584309,2.258112319,2
